"text","toss","non_comp","coder1nonc","coder2nonc"
"Just a reminder that Publix refused to donate to the Parkland victims fund but contributed $100K to @GovRonDeSantis right before he gave Publix the sole rights to distribute the COVID-19 vaccine. https://t.co/fgMn817lok",NA,0,0,0
"⚠️HOLY SMOKES. Sen Perdue’s broker bought Pfizer stock in Feb even when Pfizer warned of *bad outlook*. Then he bought more. Perdue basically traded OPPOSITE of Pfizer public warnings!

➡️Then Pfizer announced #COVID19 vaccine plans soon after—coincidence? https://t.co/2C6tssQq1M https://t.co/U3wr1ZedW4",NA,0,0,0
"Wear a mask. https://t.co/TSuLuzAXEB",NA,0,0,0
"I am part of the @Pfizer #covid #vaccine trial with @uihealthcare and I cannot thank them enough for keeping me safe as I work to find a solution- risking my personal safety for all of us to get back to whatever our new normal will be ASAP. https://t.co/hDWAOewXiC",NA,0,0,0
"Masks are required on all @MTA subways &amp; buses.

No rider has the right to endanger fellow riders by putting themselves above the law &amp; refusing to wear a mask. 

The vast majority of people are complying &amp; I thank them.

For the handful who refuse, there will be a new $50 fine.",NA,0,0,0
"It’s your patriotic duty to wear a mask.",NA,0,0,0
"Children are being literally destroyed. But, hey, better keep testing them, finding asymptomatics, confining low risk young people, test the college sewage system, limit in-person classes - *must* find those cases! And btw, nah, that's not lockdown... https://t.co/TIOPb5TLU4",NA,1,1,1
"Fire Trump. Keep Fauci. Wear a mask. End the war on science. VOTE! VOTE! VOTE!",NA,0,0,0
"A reminder: the WHO recommends AGAINST contact tracing and quarantines for #COVID19 https://t.co/jiLfNORu2S",NA,1,1,1
"What would you do if you witnessed a high school teacher remove their mask while teaching?

What if I told you this was in a school district with a 100% mask mandate in a special education classroom and approximately 8 students were present?

What would you do?  

#COVIDkills",NA,0,0,0
"Good Morning.

Wear a mask.

Wash your hands.

Fire our unelected Senator @Kloeffler.",NA,0,0,0
"Folks, we can save nearly 100,000 lives by the end of the year if everyone wears a mask in public.

Do your part. Protect your neighbors. Wear a mask.",NA,0,0,0
"I don't know who needs to hear this, but we are still in a global pandemic. 210K Americans have died from #COVID to date. #WearAMask https://t.co/UvSR0mNQsS",NA,0,0,0
"@Ettore31791256 @ThePhelanSix @Bert7058 @BrianClowdus @Santos4Congress @nytimes EU wanker. Stay home if you are afraid. Your health is your responsibility.",NA,1,1,1
"@AnnieEnceladus @JeniCoxson @GovHerbert I do care about my neighbors, which is why I choose to wear a mask, especially when asked to by the property owner or voluntary associates.

That doesn't mean I should support the governor threatening to rob, incarcerate, or kill my neighbors who choose not to.",1,0,0,1
"@Matt_Zawadzki Q'd
I will not wear a mask. https://t.co/ERp883y0uT",NA,1,1,1
"The virus remains highly contagious, and for some people it will result in you getting so sick that you need hospitalization. Please wash your hands frequently, do social distancing, and wear a mask in public. https://t.co/TdtvZKadFU",NA,0,0,0
"Today Twitter flagged a Tweet by Donald Trump telling Americans that COVID-19 is no more dangerous than the flu.

Almost a year ago today -- @KamalaHarris called for his account to be shut down.  She was dismissed by her fellow candidates and the pundits.

https://t.co/oltQTUiocF",NA,0,0,0
"Fox News host says COVID spike is ‘helping’ Trump: ‘High income groups don’t want anymore lockdowns’

https://t.co/AaKPzYIG0c",NA,1,1,1
"My sister was just diagnosed with Covid. She's a HS teacher here in GA. In room classes. No masks required. She's been wearing hers, but she's only one of a few.  She's in the night sweats, loss of taste and smell and horrific headache stage.
WEAR A DAMN MASK",NA,0,0,0
"@Robthefrosty @AmlongJudyann @ArasAroyan @resistwithEllen @DavidUSASutton @Schnuddig @GeraldW44206008 @Brindlepooch @jolia_pati @SandyBlueEyes5 @HLStockenstrom @Bright1950start @suzyq8825 @Rubicon1313 @BrenSumner @JayC71669673 @DinaStrickey @hibawants @DavidTexBrandon @url55555 @hittlekb @nazuzuwin @ResisterChic @Clark33Clark @BikerMike03flhr @book960 @KathleenRMC1 @seacreaturemama @noah_nonsense @pixie_gates @Eliz2Vargas @greger_mary @Rosie_wearamask @IndieAgitator @LocolopezNYC @Biden_Army @leonresists @Djangomydog @lmakowski3 @glennkirschner2 @SueisStaying @PlumptyTrumpty @katibug817 @WordsDawn @PattyCross2160 @cris_n3wy @xtraferocity @doxie53 @Peatches66 @zelda229 True",NA,0,0,0
"Excellent point. Also how many fewer flu deaths in 2020???
They are posting everone that ""tests"" positive for Covid for dying FROM covid!
Think about this! https://t.co/hjHrgr4etK",NA,1,1,1
"Protesters in Denmark take to the streets to protest authoritarian lockdowns. https://t.co/s2gn94IKNO",NA,1,1,1
"I will wear a mask for as long as it takes. 
I do my part in keeping everyone safe.
Will you wear a mask?",NA,0,0,0
"Please stay home safe. Do the Biden hustle challenge https://t.co/SPOOIJ3SRA https://t.co/9h3NzPF1ix",NA,0,0,0
"@kirstiealley Kirstie, you are welcome to change the channel - just like countless viewers did every time “Veronica’s Closet” came on TV. But don’t downplay the loss of nearly 230K American lives. And please, wear a mask.",NA,0,0,0
"Thank you ⁦@AJCGetSchooled⁩ for sharing the shameful behavior of our CCSD Superintendent &amp; certain School Board members who refused to #WearAMask to honor 1 of 3 CCSD employees we’ve lost to #COVID — despite that teacher’s dying wish. #gapol  https://t.co/vA2s5aQYoX",NA,0,0,0
"Spoke to restaurant owners in LA on this latest lockdown. They had spent thousands making outdoor dining feasible. They had prepped for Thanksgiving week, one of their biggest nights for business of the year. This is devastating for them. His one question: where is the science?",NA,1,1,1
"Are total deaths increasing in the U.S. from #COVIDー19? One study said “no” — then got deleted 

@kimKBaltimore has the story: https://t.co/dsBuqawqmd

#COVID19 #lockdown #COVIDSecondWave https://t.co/qxtdCHK35l",NA,1,1,1
"@zoomergamer2 @FlowContempArts @bopinion Immunity after a covid19 infection without a vaccine lasts about 6 months. 

Good luck with that. 

You'll be perpetually sick trying to reach herd Immunity.",NA,0,0,0
"@GOPChairwoman FIXED IT!:

Trump cast doubt on whether Covid19 was real, whether masks worked &amp; refused to roll out sufficient testing, for political purposes. 

His partisan approach to this pandemic is shameful. He is responsible for 190,000 dead Americans and more than 1,000 more dying daily",NA,0,0,0
"You were told we needed to eliminate #Covid or the economy couldn't recover.

LIE

You were told schools couldn't open or your kids would die.

LIE

You were told lockdowns saved millions of lives.

LIE

You were told to stay inside because going outside was dangerous.

LIE",NA,1,1,1
"Man, Australia really managed the shit out of Covid. 111 day lockdown, strict rules, and they are basically back to normal. They haven't even received their vaccinations yet. Good job!!",NA,0,0,0
"Trump knew in February. 
He knew that COVID-19 passes through the air.
He knew it is deadlier than the flu.
He knew it is dangerous to more than just our elderly and vulnerable.

He purposely downplayed the pandemic. And now, 190,000 Americans are dead.",NA,0,0,0
"NEW: @JudicialWatch Uncovers Documents Behind $1 Billion Mask Deal Between California and Chinese Communist Party Linked Company - https://t.co/xkWZQbZWKX",NA,1,1,1
"Every year in America about 2.8 million people die. Are we to lockdown every time? Stop the fear pandering. Covid19 should have been handled like the seasonal flu. Step aside and let the free market work. #ChooseLiberty https://t.co/RMz2uiKaZe",NA,1,1,1
"From a St Louis surgeon. Please, if you can -- stay home. Try your best. Our region is in trouble and December will be dire. https://t.co/MmlVEmlToz",NA,0,0,0
"Wait 6 months under lockdown and our American government grudgingly doles out 600 bucks and wants their ring kissed by giving out 1400 instead of 2000 they promised if two Georgia senators were elected, in maybe April. Funny how you get what you vote for.",NA,0,0,0
"Things I'm going to keep doing even after COVID is over:
-wear a mask
-refrain from hugging and shaking hands
-blame my lack of productivity on the global pandemic",NA,0,0,0
"What Americans have seen in the last seven days is an out of control bully who mocked masks, downplayed COVID-19, held a super spreader event turning the White House into a hot zone, contracted the virus himself and held two destructive photo ops. That’s how a bottom falls out.",NA,0,0,0
"Lockdown loneliness drove woman, 45, to drown herself, inquest hears https://t.co/fGVZTjrL0N",NA,1,1,1
"I keep hearing about a 4-6 week nationwide lockdown being instituted in January.

There is absolutely no science that would back that up &amp; I think we can all agree it would be the final nail in destroying our country’s economy.",NA,1,1,1
"Weird how anti-maskers keep getting COVID. 🤔 https://t.co/Qjorb17UnR",NA,0,0,0
"3/ People are fed up with #hypocritical leaders. Politicians have to understand the needs of the people and have a balance in their policies. People will not stand for #endlesslockdowns anymore. https://t.co/ygHuqm9van",NA,1,1,1
"It wasn't ""just a mask"" or ""just 15 days to slow the spread,"" was it?

It was a well-planned and orchestrated communist takeover disguised as a pandemic.",NA,1,1,1
"@AnOpiner @Johnny_Cue_17 
Alaska healthcare worker with no history of drug allergies suffered serious 'anaphylactic-like' reaction after getting Pfizer's coronavirus vaccine
https://t.co/Q8f2zB8GRp",NA,1,1,0
"Remember if you die without receiving a vaccine, you died “from COVID”.. if you die after a vaccine.. “it’s unrelated”..

https://t.co/LCLXCqCW8x",NA,1,1,1
"Philly announces COVID-19 vaccine sign-up: Here's what we know (and what we don't) https://t.co/8w8F08Dwq5 https://t.co/kQusR8VjdX",NA,0,0,0
"The leaked database of 1.95 million registered Chinese Communist Party members has revealed: 123 party loyalists are employed at pharmaceutical giants Pfizer &amp; AstraZeneca (both firms are developing coronavirus vaccines), according to the Daily Mail.",NA,1,1,1
"https://t.co/qxYOxrhipB

Wearing a mask is such a simple thing to do. 

#WearAMask #MaskUp #COVID19 https://t.co/TlJDsD7xBF",NA,0,0,0
"@markknoller Mark, he was socially distanced. That's how this works. Social distancing OR a mask. Get a grip.",NA,1,0,1
"""There will be a path to ending the pandemic, but it will be fraught."" A COVID-19 vaccine finally looks likely, but can a Biden administration convince Americans to take it? @sarahzhang reports: https://t.co/FffhDmfb52",NA,0,0,0
"In the year of our Lord 2020 you’re going to act like Trump didn’t hire his homeboy Louis DeJoy to try to shut down the damn postal service, the sorting machines, and the infrastructure needed for a pandemic election?!",NA,0,0,0
"COVID just killed my relative on the left and hospitalized my relative in the middle. Take it seriously—as in, only do essential outings, always wear a mask and stay the fuck home on New Year's Eve. If you go out you may or may not get it—and you may or may not give it to others. https://t.co/XW9XvnYFCq",NA,0,0,0
"I woke up on my DEATHBED Sunday night. Airway was inflamed, fatigue, body aches, etc. 
I immediately took HCQ 400mg, Zinc 50mg, Vit C 1000mg. I felt better within 4 hours and continued that regimen twice a day. Today, I’m 100%. Not sure if it was Covid or Flu, but it worked.",NA,0,0,0
"Happy #Sweet16th birthday to my oldest human brother 🥳💙🎈 #lockdownBirthday #16today https://t.co/UteMGQRc4j",NA,0,0,0
"! Asked about CDC chief testifying today that a vaccine won’t likely be widely available in the US until the third quarter or late second quarter of 2021, Trump says, “No, I think he made a mistake when he said that. It’s just incorrect information.” “I believe he was confused.”",NA,0,0,0
"Inbox: Rep. Ayanna Pressley's husband has tested positive for COVID-19. Pressley's husband was with her during the Capitol riot and sheltered in the same safe room with her and maskless Republicans.",NA,0,0,0
